SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILITY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2022/2023,3636112,Creekside Elementary,36,Surrey                                  ,Public School,13838 91 Ave,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1675756,-122.83879
2022/2023,3636031,Crescent Park Elementary,36,Surrey                                  ,Public School,2440 128 St,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,YES,NO,49.0464324,-122.86673
2022/2023,5959003,Crescent Park Elementary,59,Peace River South                       ,Public School,9300 17 St,Dawson Creek                  ,STANDARD,ELEMENTARY,YES,NO,NO,NO,55.7700494,-120.24954
2022/2023,7965006,Crofton Elementary Community School,79,Cowichan Valley                         ,Public School,PO Box 80,Crofton                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.8605568,-123.64511
2022/2023,3996004,Crofton House,39,Vancouver                               ,Independent School,3200 West 41st Avenue,Vancouver                     ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.2344603,-123.1772
2022/2023,2299083,Crossroads Learning Centre,22,Vernon                                  ,Public School,PO Box 1028,Lumby                         ,ALTERNATE,SECONDARY,YES,NO,NO,NO,50.2486703,-118.96357
2022/2023,3939142,Crosstown Elementary,39,Vancouver                               ,Public School,55 Expo Blvd,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2785602,-123.1068
2022/2023,6262036,Crystal View Elementary,62,Sooke                                   ,Public School,2662 Silverstone Way,Victoria                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.4530714,-123.47735
2022/2023,3333009,Cultus Lake Community School,33,Chilliwack                              ,Public School,71 Sunnyside Blvd,Cultus Lake                   ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.0725541,-121.97572
2022/2023,7171053,Cumberland Community School,71,Comox Valley                            ,Public School,PO Box 430,Cumberland                    ,STANDARD,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.6215409,-125.03338
2022/2023,4545035,Cypress Park Primary,45,West Vancouver                          ,Public School,4355 Marine Dr,West Vancouver                ,STANDARD,ELEMENTARY,NO,NO,NO,NO,49.3411274,-123.23856
2022/2023,5757100,D P Todd Secondary,57,Prince George                           ,Public School,4444 Hill Ave,Prince George                 ,STANDARD,SECONDARY,YES,NO,NO,NO,53.9236402,-122.81282
2022/2023,3535034,D W Poppy Secondary,35,Langley                                 ,Public School,23752 52 Ave,Langley                       ,STANDARD,SECONDARY,YES,NO,NO,NO,49.0960957,-122.56586
2022/2023,7324023,Dallas Elementary,73,Kamloops-Thompson                       ,Public School,296 Harper Rd,Kamloops                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,50.6672057,-120.1724
2022/2023,3838029,Daniel Woodward Elementary,38,Richmond                                ,Public School,10300 Seacote Rd,Richmond                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1379686,-123.09712
2022/2023,3496425,Dasmesh Punjabi School,34,Abbotsford                              ,Independent School,5930 Riverside St,Abbotsford                    ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.1103892,-122.29297
2022/2023,3434056,Dave Kandal Elementary,34,Abbotsford                              ,Public School,3551 Crestview Ave,Abbotsford                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.0674397,-122.37922
2022/2023,3636058,David Brankin Elementary,36,Surrey                                  ,Public School,9160 128 St,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.169344,-122.86709
2022/2023,6262021,David Cameron Elementary,62,Sooke                                   ,Public School,675 Meaford Ave,Victoria                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.4429239,-123.49643
2022/2023,9156015,David Hoy Elementary,91,Nechako Lakes                           ,Public School,PO Box 880,Fort St James                 ,STANDARD,ELEMENTARY,YES,NO,NO,NO,54.4480026,-124.25776
2022/2023,3939060,David Livingstone Elementary,39,Vancouver                               ,Public School,315 23rd Ave E,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2506365,-123.09813
2022/2023,3939035,David Lloyd George Elementary,39,Vancouver                               ,Public School,8370 Cartier St,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2102332,-123.13674
2022/2023,3939090,David Oppenheimer Elementary,39,Vancouver                               ,Public School,2421 Scarboro Ave,Vancouver                     ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2135456,-123.05817
2022/2023,7474018,David Stoddart School,74,Gold Trail                              ,Public School,PO Box 129,Clinton                       ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,NO,51.0856649,-121.59007
2022/2023,7324058,David Thompson Elementary,73,Kamloops-Thompson                       ,Public School,1051 Pinesprings Rd,Kamloops                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,50.7676708,-120.3521
2022/2023,604015,David Thompson Secondary,6,Rocky Mountain                          ,Public School,1535 14th St Unit 1 RR 4,Invermere                     ,STANDARD,SECONDARY,YES,NO,NO,NO,50.5022144,-116.04114
2022/2023,3939018,David Thompson Secondary,39,Vancouver                               ,Public School,1755 55th Ave E,Vancouver                     ,STANDARD,SECONDARY,YES,NO,NO,NO,49.2208643,-123.07055
2022/2023,2323066,Davidson Road Elementary,23,Central Okanagan                        ,Public School,2115 Davidson Rd,Lake Country                  ,STANDARD,ELEMENTARY,YES,NO,NO,NO,50.0494104,-119.42785
2022/2023,4242031,Davie Jones Elementary,42,Maple Ridge-Pitt Meadows                ,Public School,12030 Blakely Rd,Pitt Meadows                  ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2208941,-122.6831
2022/2023,4646011,Davis Bay Elementary,46,Sunshine Coast                          ,Public School,PO Box 512,Sechelt                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.4438764,-123.72301
2022/2023,5959008,Dawson Creek Secondary,59,Peace River South                       ,Public School,10701 10 St,Dawson Creek                  ,STANDARD,SECONDARY,YES,YES,NO,NO,55.7507264,-120.24273
2022/2023,9323027,de l'Anse-au-sable,93,Conseil scolaire francophone            ,Public School,675 Lequime Rd,Kelowna                       ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,YES,49.8351059,-119.48425
2022/2023,8787011,Dease Lake School,87,Stikine                                 ,Public School,PO Box 280,Dease Lake                    ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,NO,58.4389303,-130.01219
2022/2023,9191022,Decker Lake Elementary,91,Nechako Lakes                           ,Public School,6710 Decker Lake Frtg Rd,Burns Lake                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,54.2859446,-125.82321
2022/2023,9196415,Decker Lake Mennonite School,91,Nechako Lakes                           ,Independent School,310 Osatuik Rd,Burns Lake                    ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,54.194564,-125.74655
2022/2023,6363004,Deep Cove Elementary,63,Saanich                                 ,Public School,10975 West Saanich Rd,North Saanich                 ,STANDARD,ELEMENTARY,YES,YES,NO,NO,48.6802718,-123.45667
2022/2023,4196169,Deer Lake SDA School,41,Burnaby                                 ,Independent School,5550 Gilpin St,Burnaby                       ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.2413655,-122.98359
2022/2023,3799170,Delta Access,37,Delta                                   ,Public School,11584 Lyon Rd,Delta                         ,DISTRICT DISTANCE ED,SECONDARY,YES,NO,NO,NO,49.1268059,-122.90225
2022/2023,3796132,Delta Christian School,37,Delta                                   ,Independent School,4789 53 St,Delta                         ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.0897398,-123.07674
2022/2023,3737000,Delta Continuing Education,37,Delta                                   ,Public School,4750 57 St,Delta                         ,CONTINUING ED,SECONDARY,NO,NO,NO,NO,49.15362,-122.90217
2022/2023,3737003,Delta Secondary,37,Delta                                   ,Public School,4615 51 St,Delta                         ,STANDARD,SECONDARY,YES,NO,NO,NO,49.0861594,-123.08413
2022/2023,3737021,Delview Secondary,37,Delta                                   ,Public School,9111 116 St,Delta                         ,STANDARD,SECONDARY,YES,NO,NO,NO,49.1690907,-122.90231
2022/2023,8787002,Denetia Elementary,87,Stikine                                 ,Public School,PO Box 40,Lower Post                    ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,NO,59.9243552,-128.49158
2022/2023,7171067,Denman Island Community School,71,Comox Valley                            ,Public School,1100 Northwest Rd,Denman Island                 ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.5357425,-124.81571
2022/2023,6868028,Departure Bay Elementary,68,Nanaimo-Ladysmith                       ,Public School,3004 Departure Bay Rd,Nanaimo                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.2078517,-123.97334
2022/2023,7575032,Deroche Elementary,75,Mission                                 ,Public School,10340 N Deroche Rd,Deroche                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1903301,-122.07349
2022/2023,9379050,des Cascades,93,Conseil scolaire francophone            ,Public School,756 Castle Pl,Duncan                        ,STANDARD,ELEMENTARY,NO,NO,NO,YES,48.7738117,-123.69283
2022/2023,9339118,des Colibris,93,Conseil scolaire francophone            ,Public School,590 W 65th Ave,Vancouver                     ,STANDARD,ELEMENTARY,NO,NO,NO,YES,49.2111164,-123.11943
2022/2023,9375920,des Deux-rives,93,Conseil scolaire francophone            ,Public School,7674 Stave Lake St,Mission                       ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,YES,49.1415023,-122.29188
2022/2023,9393007,des Glaciers,93,Conseil scolaire francophone            ,Public School,1950 Park Dr,Revelstoke                    ,STANDARD,ELEMENTARY,NO,NO,NO,YES,50.9769241,-118.1777
2022/2023,9370006,des Grands-cedres,93,Conseil scolaire francophone            ,Public School,5100 Tebo Ave,Port Alberni                  ,STANDARD,ELEMENTARY,NO,NO,NO,YES,49.2675146,-124.79578
2022/2023,9338036,des Navigateurs,93,Conseil scolaire francophone            ,Public School,8580 Kilgour Pl,Richmond                      ,STANDARD,ELEMENTARY,NO,NO,NO,YES,49.1507091,-123.16387
2022/2023,9343092,des Pionniers-de-Maillardville,93,Conseil scolaire francophone            ,Public School,1618 Patricia Ave,Port Coquitlam                ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,YES,49.2758518,-122.761
2022/2023,9393003,des Sentiers-alpins,93,Conseil scolaire francophone            ,Public School,2780 3A Hwy,Nelson                        ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,YES,49.5737598,-117.22645
2022/2023,9311004,des Sept-sommets,93,Conseil scolaire francophone            ,Public School,2160 St Paul,Rossland                      ,STANDARD,ELEMENTARY,NO,NO,NO,YES,49.0787415,-117.79562
2022/2023,9335028,des Voyageurs,93,Conseil scolaire francophone            ,Public School,8736 216 St,Langley                       ,STANDARD,ELEMENTARY,NO,NO,NO,YES,49.1611899,-122.62347
2022/2023,7474019,Desert Sands Community School,74,Gold Trail                              ,Public School,PO Box 669,Ashcroft                      ,STANDARD,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.7341559,-121.26776
2022/2023,5959014,Devereaux Elementary,59,Peace River South                       ,Public School,11600 7th St,Dawson Creek                  ,STANDARD,ELEMENTARY,YES,NO,NO,NO,55.7526233,-120.50744
2022/2023,3737017,Devon Gardens Elementary,37,Delta                                   ,Public School,8884 Russell Dr,Delta                         ,STANDARD,ELEMENTARY,YES,YES,NO,NO,49.16485,-122.91424
2022/2023,7575006,Dewdney Elementary,75,Mission                                 ,Public School,37151 Hawkins-Pickle Rd B107,Dewdney                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1654278,-122.19648
2022/2023,3696048,Diamond School,36,Surrey                                  ,Independent School,18620 56 Ave,Surrey                        ,STANDARD,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.1035342,-122.70622
2022/2023,5831006,Diamond Vale Elementary,58,Nicola-Similkameen                      ,Public School,2675 Coldwater Ave,Merritt                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,50.1035231,-120.7754
2022/2023,6896229,Discover Montessori School,68,Nanaimo-Ladysmith                       ,Independent School,1270 Strathmore St,Nanaimo                       ,STANDARD,ELEMENTARY,NO,NO,NO,NO,49.184148,-123.96518
2022/2023,7965037,Discovery Elementary,79,Cowichan Valley                         ,Public School,PO Box 99,Shawnigan Lake                ,STANDARD,ELEMENTARY,YES,NO,NO,NO,48.6526517,-123.6518
2022/2023,6196265,Discovery School,61,Greater Victoria                        ,Independent School,4052 Wilkinson Rd,Victoria                      ,STANDARD,ELEMENTARY SECONDARY,NO,NO,NO,NO,48.4754817,-123.4132
2022/2023,4242026,District 42 Alternative Secondary,42,Maple Ridge-Pitt Meadows                ,Public School,23125 116 Ave,Maple Ridge                   ,ALTERNATE,SECONDARY,NO,NO,NO,NO,49.2135325,-122.5814
2022/2023,2727070,Dog Creek Elem-Secondary,27,Cariboo-Chilcotin                       ,Public School,General Delivery,Dog Creek                     ,STANDARD,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,51.5840976,-122.23102
2022/2023,3636159,Dogwood Elementary,36,Surrey                                  ,Public School,10752 157 St,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1979984,-122.78615
2022/2023,3596977,Dogwood School,35,Langley                                 ,Independent School,23328 44 Ave,Langley                       ,STANDARD,NO ENROLMENT REPORTED,YES,NO,NO,NO,49.0509041,-122.28612
2022/2023,3636122,Don Christian Elementary,36,Surrey                                  ,Public School,6256 184 St,Surrey                        ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1164363,-122.71139
2022/2023,4848026,Don Ross Middle School,48,Sea to Sky                              ,Public School,PO Box 299,Brackendale                   ,STANDARD,MIDDLE SCHOOL,YES,YES,NO,NO,49.7736869,-123.15278
2022/2023,5959013,Don Titus Montessori,59,Peace River South                       ,Public School,PO Box 538,Chetwynd                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,55.6988229,-121.63754
2022/2023,3838030,Donald E McKay Elementary,38,Richmond                                ,Public School,7360 Lombard Rd,Richmond                      ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1596545,-123.16552
2022/2023,6161028,Doncaster Elementary,61,Greater Victoria                        ,Public School,1525 Rowan St,Victoria                      ,STANDARD,ELEMENTARY,YES,YES,NO,NO,48.4566965,-123.33806
2022/2023,3535066,Donna Gabriel Robins Elementary,35,Langley                                 ,Public School,7844 204 St,Langley                       ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.1454366,-122.65409
2022/2023,3434043,Dormick Park Elementary,34,Abbotsford                              ,Public School,32161 Dormick Ave,Abbotsford                    ,STANDARD,ELEMENTARY,YES,NO,NO,NO,49.0442814,-122.33229
2022/2023,2323030,Dorothea Walker Elementary,23,Central Okanagan                        ,Public School,4346 Gordon Dr,Kelowna                       ,STANDARD,ELEMENTARY,YES,YES,NO,NO,49.8262626,-119.48376
2022/2023,4444048,Dorothy Lynas Elementary,44,North Vancouver                         ,Public School,4000 Inlet Cres,North Vancouver               ,STANDARD,ELEMENTARY,YES,YES,NO,NO,49.3206882,-122.96158
